"Run","Model","Dataset","Train_RMSE","Train_MAE","Train_R2","Test_RMSE","Test_MAE","Test_R2"
1,"M5","abalone",0.0745912066934804,0.0520793130195981,0.58667542873801,0.0731205738253108,0.0507483899909099,0.543243145756469
1,"M5E","abalone",0.0759191603162797,0.0526925155021441,0.571827520297663,0.0712137552252942,0.049391593868123,0.56675489323492
1,"M5","auto",0.0683202401378209,0.0490929491595867,0.890787354877605,0.0775220647642591,0.0571227405754777,0.819990776216222
1,"M5E","auto",0.065806897058635,0.0464607618025406,0.898674913276958,0.0760822330873296,0.0543856015474628,0.826615369008948
1,"M5","bos_housing",0.0594996187021338,0.0425133507162726,0.908927006314329,0.0689773774752372,0.0535590932295863,0.919233345814085
1,"M5E","bos_housing",0.0503208261178099,0.0359007694049481,0.934858647398898,0.0629341959100019,0.0489517280719119,0.932765510626287
1,"M5","cali_housing",0.0905582703841894,0.0579348696159966,0.856350887501406,0.0969271275116586,0.0629581374074472,0.820238215451533
1,"M5E","cali_housing",0.0833369532720614,0.0528411926455193,0.878347245487904,0.0895867134640807,0.0580327173029271,0.846434416180088
1,"M5","CASP",0.196865048464257,0.136983984434654,0.543447835266989,0.203631229927049,0.142729558901913,0.510740477811143
1,"M5E","CASP",0.176928280378304,0.124656903067101,0.631236708175732,0.18261435460472,0.128780761787093,0.60652210121985
1,"M5","elevators",0.0323849873274084,0.0236771975584203,0.900464255037529,0.035451209287194,0.0243166463727056,0.885480776601631
1,"M5E","elevators",0.0312083312824575,0.0228300544251756,0.907565796512708,0.0334719073384213,0.0235350359609339,0.897911409634853
1,"M5","fried",0.032567491837958,0.0258886275256365,0.95730442123086,0.0335505040858142,0.0266817798097921,0.95460267134387
1,"M5E","fried",0.0314988327054802,0.0250824334286824,0.960060447102181,0.0322947039552847,0.0255332536100248,0.957937525893334
1,"M5","machine",0.022374576580711,0.0150302347684807,0.976533541344355,0.0248354607687663,0.0161896629216812,0.878498485518551
1,"M5E","machine",0.0274343921189717,0.0170944936914189,0.964719999116545,0.0254110733381136,0.0157914095649094,0.872801125979801
1,"M5","MV",0.000298437991754075,0.000133686727485891,0.999998397765679,0.000299255858947653,0.000131863914633021,0.999998322509376
1,"M5E","MV",0.000229981816492448,0.000122695536584345,0.99999904850872,0.000266551545717739,0.0001244438502238,0.999998669125242
1,"M5","servo",0.0451661222885869,0.0308600213623032,0.962135025628583,0.0382674278585836,0.0269823780399057,0.972730434650758
1,"M5E","servo",0.0451661222885869,0.0308600213623032,0.962135025628583,0.0382674278585836,0.0269823780399057,0.972730434650758
2,"M5","abalone",0.0745057827125231,0.0518657549712049,0.574903185258387,0.0784125670136869,0.0549088169553878,0.574271336944806
2,"M5E","abalone",0.0743524403374003,0.0517938976781102,0.576651191197893,0.0789012552271829,0.054957876186907,0.568948290012623
2,"M5","auto",0.0608304222468689,0.0450107175731479,0.91285556932528,0.120088014295577,0.0800385323830205,0.670832880362182
2,"M5E","auto",0.0615046784172904,0.0444823310684977,0.910913011354769,0.0987057360567151,0.0644271938781626,0.777616837111452
2,"M5","bos_housing",0.0635404982711169,0.0455053758960139,0.901090956217011,0.0482480264977197,0.03807888324549,0.934446267570384
2,"M5E","bos_housing",0.0475288121527166,0.0357802812953667,0.944658784717341,0.0505659723708684,0.0392197068658919,0.92799626212061
2,"M5","cali_housing",0.0893979402014557,0.0578250310968144,0.859713407754786,0.101952767492553,0.0631619029461452,0.815846642021557
2,"M5E","cali_housing",0.0826825907793884,0.0528172627006841,0.879997776352446,0.0938743073416803,0.0583939470667469,0.843874049523946
2,"M5","CASP",0.196415085964083,0.135451862949537,0.544227514190792,0.212235282311684,0.145261460619213,0.483110717772034
2,"M5E","CASP",0.174801937764142,0.123435957174491,0.639013544917867,0.190061103982061,0.133507354816518,0.585476787171978
2,"M5","elevators",0.0333050290204603,0.0239495750310757,0.892479405968584,0.0331506331820586,0.0237394660686807,0.903076073905477
2,"M5E","elevators",0.0317789787463065,0.0231338109689949,0.902106941979796,0.0324136116445764,0.0231969682503507,0.907337888815417
2,"M5","fried",0.0328385026311974,0.0260690870708506,0.956720011771946,0.0332426485243713,0.0264110597694763,0.953876560486213
2,"M5E","fried",0.0313264476204014,0.0248921001536966,0.960613921648475,0.0318308410370068,0.0252250713669634,0.957711071835792
2,"M5","machine",0.0292105055666879,0.0175027603140509,0.942093328183663,0.0565930459060644,0.03731732016586,0.932903314266704
2,"M5E","machine",0.0310102550484272,0.018159283796799,0.934737886595624,0.040349015407727,0.0261857649219935,0.965893212601189
2,"M5","MV",0.00031191596521885,0.000134547346992058,0.999998234065204,0.000302513163067506,0.000135467541623277,0.99999835426572
2,"M5E","MV",0.000257995336496882,0.000124128816018516,0.999998791843578,0.000262513088567966,0.000126342138691969,0.9999987607096
2,"M5","servo",0.0355445179134237,0.0177989476386041,0.972788077194103,0.0891621050376546,0.0439117421945266,0.906505879974283
2,"M5E","servo",0.0355445179134237,0.0177989476386041,0.972788077194103,0.0891621050376546,0.0439117421945266,0.906505879974283
3,"M5","abalone",0.074876451686893,0.0519375251471109,0.578263923235213,0.0791194626852489,0.0557222321186462,0.515695226868643
3,"M5E","abalone",0.0752451469664533,0.0523860323365774,0.574100399923562,0.079271737967427,0.0558113555996205,0.51382922293589
3,"M5","auto",0.0714352230032092,0.0509167959903862,0.880956284916274,0.0843247728892334,0.0692613311091604,0.843858065651685
3,"M5E","auto",0.0689607308621064,0.0486579123813788,0.889060712253114,0.0894155426698374,0.0669088668783896,0.824436096575286
3,"M5","bos_housing",0.0621904527047489,0.0416019510638022,0.908057292933764,0.102299990873344,0.0582965105194152,0.785651216781802
3,"M5E","bos_housing",0.0515877797222029,0.0380690970524072,0.936734998361576,0.0798419585706507,0.0550859601279489,0.869433369536606
3,"M5","cali_housing",0.0908906310017594,0.0585132236487382,0.853035060399043,0.109199604788587,0.0662409918910748,0.8018598418196
3,"M5E","cali_housing",0.0828506383307471,0.0527079349509682,0.877885504046737,0.0968114162491094,0.0605144899097174,0.844265971114341
3,"M5","CASP",0.197060823959556,0.137659318659475,0.541768672666464,0.208887127137616,0.147178962395218,0.486305458682012
3,"M5E","CASP",0.174332925806534,0.122602264304781,0.641372964779828,0.18930987895702,0.133524842625324,0.578081904207018
3,"M5","elevators",0.0316459667765111,0.0231929530832005,0.900182785572452,0.0341402804963802,0.0248711639221121,0.899213890555801
3,"M5E","elevators",0.0312810346785631,0.022901327030983,0.902471638100627,0.0332257624780031,0.0243060001608715,0.90454110053667
3,"M5","fried",0.0326193442908901,0.025922934810806,0.957027936825267,0.0332559247645643,0.0265144254079105,0.955300267081459
3,"M5E","fried",0.0315086728398414,0.0250574952440826,0.959904468579055,0.032151541323211,0.0256425417105231,0.958219804738995
3,"M5","machine",0.0263207133813116,0.0171038694025324,0.966672166586363,0.0854067781911045,0.0387398876207768,0.507376446573057
3,"M5E","machine",0.0253426209932391,0.0169058221381878,0.969103105698873,0.0460949640139149,0.023793390243402,0.856504773328042
3,"M5","MV",0.000321885867028898,0.000130676720301035,0.999998122712598,0.000297975600591813,0.000129746288084047,0.999998405621661
3,"M5E","MV",0.000235611993372744,0.000121134421308574,0.999998994176599,0.000249727979142652,0.000121896215803133,0.999998880138321
3,"M5","servo",0.0356815245251502,0.0224349473160847,0.972743576484867,0.0448654673728428,0.0307671416367335,0.927358106697295
3,"M5E","servo",0.0356815245251502,0.0224349473160847,0.972743576484867,0.0448654673728428,0.0307671416367335,0.927358106697295
4,"M5","abalone",0.0747540034227406,0.0523617704686122,0.585914635753768,0.0759302133482746,0.0544119260629724,0.557338639913741
4,"M5E","abalone",0.0749861262834566,0.0522982187373593,0.583339043633468,0.0759752055350157,0.0539135036560989,0.556813889557701
4,"M5","auto",0.0714103086042344,0.0525707562629598,0.880672092743688,0.0888823935315824,0.0580404451756092,0.816090953799439
4,"M5E","auto",0.0655891522405533,0.0479147885625039,0.899333669158508,0.100395682067452,0.0593072014042281,0.76536020064345
4,"M5","bos_housing",0.0640386988270964,0.0459588865407822,0.894503254003532,0.106377231613132,0.0602587873425359,0.791885872783653
4,"M5E","bos_housing",0.0577012312258886,0.0411204138641195,0.914350619433434,0.088250625305381,0.0536915355692729,0.856768092169729
4,"M5","cali_housing",0.0884599207486958,0.0572087831438389,0.862490934540852,0.107310615235505,0.0675534517237133,0.792716336897449
4,"M5E","cali_housing",0.08160790653732,0.0519451998151321,0.882968515756378,0.098186483350295,0.0610811925519581,0.826466583772072
4,"M5","CASP",0.195597614558241,0.136158581345671,0.55024656831331,0.208835728319545,0.145699659168016,0.475545918020647
4,"M5E","CASP",0.175495932359707,0.123653212107035,0.637939215983567,0.186908665919469,0.13348929076671,0.579896071406042
4,"M5","elevators",0.0324712493318653,0.0234748233890098,0.89897661048695,0.0351590035100109,0.0246455145610463,0.878399311545259
4,"M5E","elevators",0.0313573158527411,0.0231127198174774,0.905788981269629,0.0337070972522503,0.0240169276438474,0.888235050395715
4,"M5","fried",0.0324788683549961,0.0257526675511993,0.957430717966229,0.0336992971087482,0.0269236532838388,0.953780365019215
4,"M5E","fried",0.0313927422231516,0.0249228675472014,0.960230232186546,0.0326059461907993,0.0261912452031387,0.956730842288101
4,"M5","machine",0.0370586265575607,0.0211154424506945,0.92344622921442,0.0736308938691516,0.0339792602350659,0.882586719864639
4,"M5E","machine",0.0234780568782993,0.0156960376343621,0.96927355975328,0.0585133774780886,0.0318840441403801,0.925850639589754
4,"M5","MV",0.000281917946993854,0.00013151755264716,0.999998567203922,0.000587742864108931,0.000145256875581814,0.999993680046577
4,"M5E","MV",0.000240359109879862,0.000123474497714377,0.999998958497996,0.000309291824831744,0.000128015620968021,0.999998249846949
4,"M5","servo",0.033891492851529,0.0254395084245087,0.977954495430538,0.0721409190278701,0.0537108108669615,0.891382601841611
4,"M5E","servo",0.033891492851529,0.0254395084245087,0.977954495430538,0.0721409190278701,0.0537108108669615,0.891382601841611
5,"M5","abalone",0.0748693471260391,0.0520967095805275,0.570867941977242,0.0803515176418326,0.0564141984966447,0.579195605900479
5,"M5E","abalone",0.0750429397432495,0.0520510278703326,0.568875657516555,0.0807255941928519,0.0563293915802218,0.575268375169051
5,"M5","auto",0.0638678104286734,0.0455753537000179,0.905373463195308,0.102704956771588,0.0756356219603593,0.739652419445592
5,"M5E","auto",0.0654305365702853,0.0462233852678391,0.900686141715419,0.0907431855350542,0.0694039382357547,0.796764869834024
5,"M5","bos_housing",0.0718661364444235,0.0491257350752694,0.872889549065848,0.124272337295159,0.0720677914631133,0.55892502516877
5,"M5E","bos_housing",0.0543972045999762,0.0378507948082813,0.927174105258529,0.0910396316185363,0.0508744241696557,0.763285714310061
5,"M5","cali_housing",0.0903344616131499,0.0581704906059786,0.856502399194834,0.0981210211811001,0.0637954288460399,0.831330311160116
5,"M5E","cali_housing",0.0825341992431855,0.0525225214135825,0.880214126813332,0.0898986483967341,0.0582838851174816,0.858414346567777
5,"M5","CASP",0.197200012079859,0.137926616782147,0.543513615657231,0.210752362719755,0.148065060274059,0.46871328410774
5,"M5E","CASP",0.174450162419291,0.123352700177673,0.64276277250466,0.188301355008697,0.132651198564957,0.575877860859408
5,"M5","elevators",0.0320605336808631,0.0235742044864727,0.897568634766753,0.0330993767683095,0.0242712161753309,0.905917995088561
5,"M5E","elevators",0.0315759369176356,0.0230021850342213,0.900641744444496,0.0327361116498922,0.0235722711869298,0.907971759814882
5,"M5","fried",0.0323694508140829,0.0256859973770565,0.957443698164363,0.0337082024575872,0.0268456911207702,0.95570887201893
5,"M5E","fried",0.0313123068001469,0.0248819437925031,0.960177974567938,0.0322478262027313,0.0256129454142736,0.959463481861472
5,"M5","machine",0.0212540650944329,0.0145101410210304,0.980670205076403,0.0161227639149216,0.0104221033170891,0.722477367447991
5,"M5E","machine",0.0246475049137397,0.0160494994073406,0.974005039759824,0.0133842953862517,0.00926153454665979,0.808746037117278
5,"M5","MV",0.000337883990039055,0.00013840555530764,0.999997922751044,0.000345917313858161,0.000141259181784344,0.999997946431332
5,"M5E","MV",0.000221247571671407,0.000119166700076071,0.999999109343285,0.000235285710377968,0.00012273986270463,0.999999049929718
5,"M5","servo",0.0375602805077125,0.0237895232457184,0.970708808146881,0.0610336639245824,0.0362251067682933,0.943615942705527
5,"M5E","servo",0.0375602805077125,0.0237895232457184,0.970708808146881,0.0610336639245824,0.0362251067682933,0.943615942705527
6,"M5","abalone",0.0747782044458997,0.052347783571443,0.571840077325361,0.0860324382644744,0.0596585541999226,0.465875027168769
6,"M5E","abalone",0.074126918717179,0.051552455032526,0.579265773052038,0.084727734863335,0.0586774245474898,0.481952463621525
6,"M5","auto",0.0663880912845347,0.0483360887809562,0.899342009903951,0.0682445287708394,0.0499386685614337,0.90893797740775
6,"M5E","auto",0.0657040223330947,0.0472464538689283,0.901405700845443,0.0638895208233164,0.0488872552423677,0.920189344925514
6,"M5","bos_housing",0.0651908885889826,0.0459398950337421,0.897402622335647,0.0716178969378916,0.0543106079711893,0.885336298190456
6,"M5E","bos_housing",0.0511831384715159,0.0372989992129773,0.93675644352288,0.0568477337797189,0.0398943858605065,0.927754775738248
6,"M5","cali_housing",0.0910802416219396,0.0589589523958571,0.85253020865873,0.101277263434744,0.0650730902203609,0.814048331042984
6,"M5E","cali_housing",0.0824524512937307,0.0528842973707638,0.879145768536688,0.0899356602159579,0.0570135821220348,0.853364197948175
6,"M5","CASP",0.196458306914406,0.137523205247927,0.544628640773719,0.207783438614246,0.14471799444075,0.496987576601282
6,"M5E","CASP",0.175334845682321,0.123737868303482,0.637288446876713,0.187576290268574,0.130910591961878,0.590067134765242
6,"M5","elevators",0.0316936546262644,0.023342736390879,0.904556737646967,0.0325502341592959,0.0239161128654951,0.896313217316457
6,"M5E","elevators",0.0310619070179508,0.0228717447289466,0.908323744937671,0.0319490623504783,0.0232614772662578,0.900107841316186
6,"M5","fried",0.0325106144835806,0.0257816325123363,0.957362862707418,0.0332168113651611,0.0264643139177991,0.955047406186086
6,"M5E","fried",0.0314255796262009,0.0249577080612886,0.960161381017192,0.0319776292881035,0.0254790031755638,0.958338835726781
6,"M5","machine",0.0306026629681852,0.0171686634707305,0.957571883269609,0.041422607894387,0.0278472988363858,0.858592818744022
6,"M5E","machine",0.0256875812800409,0.0156349665485322,0.970106157425629,0.0407471525466897,0.0260287670986469,0.863166914530015
6,"M5","MV",0.000287245097047572,0.000133278028652308,0.999998518788619,0.000362966901097553,0.000137538449933275,0.999997521096976
6,"M5E","MV",0.000239791470606343,0.000123608199368256,0.9999989677634,0.000244437580653579,0.000121481473910346,0.999998875753761
6,"M5","servo",0.0271513119356832,0.0177912282652088,0.986090390508732,0.0897880072104382,0.0376968431658255,0.675129635098845
6,"M5E","servo",0.0271513119356832,0.0177912282652088,0.986090390508732,0.0897880072104382,0.0376968431658255,0.675129635098845
7,"M5","abalone",0.0742136051096721,0.0521607713099778,0.568486798477617,0.0770772074756922,0.0519577943740931,0.542343410930627
7,"M5E","abalone",0.0744021596185629,0.0520026512275861,0.56629132178231,0.0770826682282191,0.0521360165881972,0.542278560685355
7,"M5","auto",0.0704827151165684,0.0524897836066439,0.882598444027881,0.0673097891602052,0.047488651990858,0.900437003236815
7,"M5E","auto",0.0652586063116663,0.0477539126482513,0.899356856989799,0.064862041047828,0.0465767230946252,0.907546635333303
7,"M5","bos_housing",0.0584457715189555,0.0424271038528716,0.913845880353107,0.145270422908999,0.0741073830403014,0.594034261236024
7,"M5E","bos_housing",0.0512045557367329,0.0377143127481249,0.933871745097052,0.112237051131539,0.0616907624429607,0.757669835668387
7,"M5","cali_housing",0.0895120587888982,0.0577860525210053,0.857366361742724,0.106397796682741,0.0674602302503077,0.807403794332014
7,"M5E","cali_housing",0.0823897118306462,0.0524430502613935,0.879161636296642,0.0982095418378359,0.0616782765706824,0.835907085864409
7,"M5","CASP",0.194923678917849,0.135894679636237,0.551467343780816,0.208259555344224,0.143089397829074,0.487306499127769
7,"M5E","CASP",0.175141238751395,0.123758981718745,0.637889012065123,0.185667445624414,0.129322888745108,0.592507646593243
7,"M5","elevators",0.0319530135818178,0.0233946618800028,0.898929631397925,0.034299710076647,0.0244890716186663,0.893286367902857
7,"M5E","elevators",0.0312438357721279,0.022949082739328,0.903366236423745,0.0343855339305824,0.0247033307458369,0.892751667561114
7,"M5","fried",0.0326082097830211,0.0258328877000832,0.95724132429172,0.0337587678788836,0.0269233599049656,0.952866017627966
7,"M5E","fried",0.0314497651973913,0.0249887316550878,0.960225461604418,0.032260762240837,0.0257007484997994,0.956956239220803
7,"M5","machine",0.0422940978456341,0.0237059221359464,0.920125087294807,0.0301262630785029,0.0227636386418006,0.935447592405603
7,"M5E","machine",0.0283918190502035,0.018371145197433,0.964005404112328,0.0282711276001525,0.02172520090111,0.943152917906184
7,"M5","MV",0.000308511602572594,0.000133326906090876,0.999998275956888,0.000310725136117766,0.000132750311593527,0.999998284237054
7,"M5E","MV",0.000228353699756688,0.000122177986227944,0.999999055458111,0.000236777776420613,0.000123352697249454,0.999999003708589
7,"M5","servo",0.0692013198664134,0.0389364716280857,0.904838443933094,0.0465514738413167,0.0379767966816027,0.928875169554617
7,"M5E","servo",0.0692013198664134,0.0389364716280857,0.904838443933094,0.0465514738413167,0.0379767966816027,0.928875169554617
8,"M5","abalone",0.0745517649322914,0.0519952383942881,0.574631650672018,0.0804870443563792,0.0568722577323795,0.56721389587904
8,"M5E","abalone",0.0742828161975104,0.0515375879523146,0.577695184415904,0.0805927616085341,0.0565357352603769,0.566076246817268
8,"M5","auto",0.0707879564541603,0.0505771692775139,0.880853009856196,0.074581836066058,0.0582705218664005,0.871221983595257
8,"M5E","auto",0.0684840696916963,0.0488051197841489,0.88848239165469,0.0756201566551226,0.0600793693302046,0.867611355558151
8,"M5","bos_housing",0.0787634731315562,0.0501394148151686,0.856013956193901,0.0867256595191592,0.0612924225069988,0.75210296878971
8,"M5E","bos_housing",0.0553692727226584,0.0386965605040307,0.928844525281519,0.0548608694532233,0.0397909225948755,0.90080232901346
8,"M5","cali_housing",0.0912530217233865,0.0583215096405095,0.853421304838284,0.0974950149820893,0.0627086973262487,0.827171186480086
8,"M5E","cali_housing",0.0825235462613869,0.0522093249681318,0.880124037437826,0.0893526669365073,0.0574545166677711,0.854833513070951
8,"M5","CASP",0.196040383815703,0.136122847024355,0.54762961856473,0.206735178676365,0.14267051677523,0.49447928233209
8,"M5E","CASP",0.175380191249996,0.123806861626373,0.637953667433203,0.186727203205073,0.131225601844852,0.587593619129174
8,"M5","elevators",0.0315408434935997,0.0234595458288663,0.903813272143269,0.0328694072694503,0.0245403117972877,0.905897458604839
8,"M5E","elevators",0.0318305968068292,0.023262045862469,0.902037895375443,0.0320436641126567,0.0236986032986688,0.910566145499145
8,"M5","fried",0.0325737482766608,0.0258453169636337,0.957246216958071,0.0329858128148041,0.0263289763035427,0.95515734994243
8,"M5E","fried",0.0316851282778211,0.0251735231205103,0.959547066863799,0.0316492428930324,0.0251508475666956,0.958717732795347
8,"M5","machine",0.0260956202434498,0.0165451739133654,0.969596981726611,0.0366199968434231,0.0266428333954638,0.764445011739553
8,"M5E","machine",0.0222968347735427,0.0144112654001503,0.977804349155116,0.0371035194060865,0.02776639958798,0.758183510286824
8,"M5","MV",0.000290698857751467,0.000134640926133602,0.999998474905189,0.000380910673610842,0.000137257913374804,0.999997328091732
8,"M5E","MV",0.000239909875825059,0.000123246481559097,0.999998961260984,0.000276220016775754,0.000124906312296931,0.999998594970141
8,"M5","servo",0.0550481025025465,0.0368791539536918,0.946053952851051,0.0927866430254217,0.0665389234470319,0.536844473429586
8,"M5E","servo",0.0550481025025465,0.0368791539536918,0.946053952851051,0.0927866430254217,0.0665389234470319,0.536844473429586
9,"M5","abalone",0.0739110288712293,0.0520414224124411,0.580369691305893,0.0694915083616128,0.0472344370509204,0.63870276991442
9,"M5E","abalone",0.0743732142476758,0.0519563473142085,0.575105161876432,0.0700337979518136,0.0473996449595474,0.633041870899316
9,"M5","auto",0.0663674068442254,0.0469567388993527,0.895693093754655,0.0751811688374005,0.0470029517837515,0.883169917469208
9,"M5E","auto",0.071110442065272,0.0512959093149709,0.880251488558264,0.0754557696352261,0.0473022607266415,0.882314910190373
9,"M5","bos_housing",0.0606171638693863,0.0436499808173385,0.917133246020268,0.0854375872243215,0.0549869353566035,0.672718412133229
9,"M5E","bos_housing",0.0520518927235193,0.038053642257544,0.938897053471,0.101152911782763,0.0565113919466929,0.541245433069993
9,"M5","cali_housing",0.0913260526271227,0.0583516662816724,0.852890937524899,0.101917360365467,0.0643759357684853,0.811800062661648
9,"M5E","cali_housing",0.0826579356240137,0.0526595068755558,0.87949108848673,0.0944043314073843,0.0588968490660347,0.838524372059243
9,"M5","CASP",0.197044167273233,0.136919235698107,0.542838504606691,0.208693120275471,0.144965412709163,0.491507805134285
9,"M5E","CASP",0.174838118339689,0.123389768137581,0.64007275289613,0.187831306778948,0.132138096956216,0.588088434457005
9,"M5","elevators",0.0319874852438802,0.023460993403872,0.902966868987638,0.0337272152463147,0.0237536831673401,0.885899156330063
9,"M5E","elevators",0.0314253553362955,0.0230885387493698,0.906347313004806,0.0329027106254309,0.0232901914991838,0.891409647503822
9,"M5","fried",0.0327281949547958,0.0259507511593817,0.956872621698594,0.0336521380056267,0.0268779465397159,0.953491948420303
9,"M5E","fried",0.0312968662173966,0.024874601002715,0.960562383617523,0.0321661918374679,0.025656357981776,0.957508494530608
9,"M5","machine",0.0253496993979329,0.0165750119414802,0.96790346201836,0.0545501147002148,0.0283926203703651,0.495745854107374
9,"M5E","machine",0.0261163366868155,0.0169422971327674,0.965932749738508,0.0546688327317781,0.0281027530196247,0.493548637791612
9,"M5","MV",0.000302301426093471,0.00013394475401042,0.999998351103153,0.000238973863380847,0.00012553586854833,0.999998951735815
9,"M5E","MV",0.000218682178609181,0.000117281799976195,0.999999137140908,0.000180330281264501,0.000111555311597029,0.999999403092193
9,"M5","servo",0.0720754548864432,0.0422359293228979,0.89934500450612,0.0354699877391649,0.0255221540739653,0.957086020048724
9,"M5E","servo",0.0720754548864432,0.0422359293228979,0.89934500450612,0.0354699877391649,0.0255221540739653,0.957086020048724
10,"M5","abalone",0.0749010381749757,0.0522323582717955,0.573388940271678,0.0822112705352585,0.0553227883451049,0.550496289220915
10,"M5E","abalone",0.0749083629766865,0.0521685011143631,0.573305496989977,0.0820577239647724,0.0546281660257018,0.55217380371307
10,"M5","auto",0.0754999938457107,0.052971231922012,0.86293617045852,0.078927226760886,0.0592987545635358,0.847797379919796
10,"M5E","auto",0.0730918001350706,0.049330035827628,0.871540465089356,0.0791519106923823,0.0616878689969425,0.846929589175195
10,"M5","bos_housing",0.0578223684647525,0.0425222846810328,0.919943200372176,0.0618816341660215,0.0435917813235119,0.88824450324615
10,"M5E","bos_housing",0.0561335385228752,0.0400652615082572,0.924551378233297,0.0777472251861289,0.0425642988929821,0.823593273441784
10,"M5","cali_housing",0.0910364050935826,0.0585419006644053,0.853245863641236,0.102207872482632,0.0634712302854315,0.810568039434427
10,"M5E","cali_housing",0.0829888687418032,0.0529471919792336,0.878044935357885,0.0928839091565334,0.0567038285046533,0.843553616712788
10,"M5","CASP",0.196377007870801,0.136212999489205,0.544636968932877,0.205381314886427,0.143156154063679,0.505516198836289
10,"M5E","CASP",0.1749055034409,0.123243522643672,0.638770307112293,0.1857455028594,0.131496542073838,0.59554815153654
10,"M5","elevators",0.0314769323887361,0.0232997541516582,0.903823884563273,0.0338918179941209,0.0245431628298897,0.8965699922968
10,"M5E","elevators",0.0311953466177302,0.0229962181286007,0.905536928975122,0.0322435167736551,0.0233927674830917,0.906385820809871
10,"M5","fried",0.0328966829486231,0.0261184462390477,0.956669177468685,0.0330243093805596,0.0262840293094451,0.95400620881311
10,"M5E","fried",0.0314183277993243,0.0249634305720924,0.960476185908707,0.0314075343791757,0.0249714622708064,0.958399417820628
10,"M5","machine",0.0233711934106272,0.0145409535752384,0.970883497695334,0.0728648636490653,0.0355093370527004,0.842048438691143
10,"M5E","machine",0.0209477836215374,0.0137720861733798,0.976608741815388,0.0628776416653577,0.0324366765488789,0.88238029148741
10,"M5","MV",0.000317193636138933,0.000140248738762601,0.99999818392268,0.000358956670146715,0.00013945411853744,0.99999764323958
10,"M5E","MV",0.000236020367287387,0.000124507782877082,0.999998994494692,0.000231932598478921,0.000124209301116097,0.999999016090922
10,"M5","servo",0.0239700857627839,0.0165308124085746,0.988892739874439,0.049395360683433,0.0302723962928511,0.940712102809651
10,"M5E","servo",0.0239700857627839,0.0165308124085746,0.988892739874439,0.049395360683433,0.0302723962928511,0.940712102809651
